date,platform,locale,campaign_type,media_source,ad_show_id_final,ad_show_title_final,ad_show_language_final,genre,sub_team,total_cost_dollars,refresh_date
2/20/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3237.71920720976,3/5/2026
2/17/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Script Cracking,26.05937277919,3/5/2026
3/2/2026,android,USA,Scaling,Facebook,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,2.78214812182705,3/5/2026
2/22/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,471.972886345402,3/5/2026
2/2/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,471.884423984887,3/5/2026
3/3/2026,android,USA,Testing,Facebook,bb2e5a5d07f1a91073fc44ee882bb2040c03aef1,The Godfather's Son,english,Drama/Romance,Growth,181.353105092061,3/5/2026
2/17/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3562.75460585732,3/5/2026
2/8/2026,ios,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4942.1910225831,3/5/2026
2/4/2026,android,USA,Testing,Facebook,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Script Cracking,67.2343368324596,3/5/2026
3/1/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3311.46208966666,3/5/2026
2/5/2026,ios,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4793.93167674265,3/5/2026
2/19/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,481.769591945887,3/5/2026
2/20/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,526.594827056171,3/5/2026
2/17/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,133.071059445316,3/5/2026
2/26/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,502.886920876297,3/5/2026
2/24/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,407.002483304569,3/5/2026
3/1/2026,android,USA,Scaling,Facebook,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,10.8352028930549,3/5/2026
2/6/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,516.845647461606,3/5/2026
2/13/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,469.261866842798,3/5/2026
2/27/2026,android,USA,Scaling,Facebook,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,5.01282038489747,3/5/2026
2/21/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,550.214946095172,3/5/2026
2/15/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,553.249630156328,3/5/2026
3/2/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,588.044967523139,3/5/2026
3/3/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3273.35165673102,3/5/2026
3/2/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3287.82959880007,3/5/2026
2/24/2026,android,USA,Scaling,Facebook,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,25.3558396764217,3/5/2026
2/28/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,2875.15378917373,3/5/2026
2/7/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth – Experiment,481.769116568689,3/5/2026
2/25/2026,android,USA,Testing,Tik Tok,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,5.39301494950037,3/5/2026
2/22/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,513.983972806292,3/5/2026
2/8/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Channel,515.001511896986,3/5/2026
2/9/2026,android,USA,Testing,Google,Others,Others,,,Channel,929.719798270721,3/5/2026
2/11/2026,android,USA,Testing,Google,Others,Others,,,Channel,461.193655052658,3/5/2026
2/19/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,503.901094538267,3/5/2026
2/7/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Channel,442.797281988244,3/5/2026
3/1/2026,ios,USA,Scaling,Affiliates,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Affiliates,5.93506638192976,3/5/2026
2/6/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Channel,433.614132558027,3/5/2026
2/7/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,998.879803431492,3/5/2026
2/5/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,1508.99425287114,3/5/2026
3/3/2026,android,USA,Testing,Facebook,Others,Others,,,UGC,40.6872926489453,3/5/2026
2/4/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,642.771947925711,3/5/2026
2/28/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,462.054112409426,3/5/2026
2/17/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,960.989752639336,3/5/2026
2/21/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,518.197409840413,3/5/2026
2/26/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,920.353308106252,3/5/2026
2/20/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1092.45479399546,3/5/2026
2/14/2026,android,USA,Testing,Tik Tok,Others,Others,,,Growth,37.9804372074528,3/5/2026
2/5/2026,ios,USA,Scaling,Affiliates,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,5.74207081282267,3/5/2026
2/17/2026,ios,USA,Scaling,Affiliates,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,2.57981366524885,3/5/2026
2/18/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1195.52258311657,3/5/2026
3/4/2026,android,USA,Testing,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,1021.32131931653,3/5/2026
3/2/2026,android,USA,Testing,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,1697.90959888048,3/5/2026
2/28/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,7981.97108905165,3/5/2026
2/21/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4152.26105461218,3/5/2026
2/12/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1310.85297759535,3/5/2026
2/17/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1284.31925045839,3/5/2026
2/7/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4021.44314180785,3/5/2026
2/8/2026,ios,USA,Scaling,Affiliates,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,9.14704112073428,3/5/2026
2/6/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4421.08353654874,3/5/2026
2/7/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,525.99901452954,3/5/2026
3/4/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,1185.87889326516,3/5/2026
2/26/2026,android,USA,Testing,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,521.555185826952,3/5/2026
2/23/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,1124.96405695191,3/5/2026
2/13/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1601.21743572807,3/5/2026
2/3/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,540.11349767228,3/5/2026
2/16/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4765.0465925519,3/5/2026
2/24/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,533.612848097928,3/5/2026
2/13/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4389.26127913677,3/5/2026
2/11/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,716.210729970818,3/5/2026
3/3/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1020.77903522585,3/5/2026
2/4/2026,ios,USA,Scaling,Affiliates,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,11.6812408186959,3/5/2026
2/24/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,976.154570305652,3/5/2026
3/1/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3904.70105992291,3/5/2026
2/26/2026,android,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,7397.01986689266,3/5/2026
2/15/2026,android,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1582.40724927294,3/5/2026
2/2/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4523.68377972492,3/5/2026
2/4/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4389.86591241805,3/5/2026
2/24/2026,android,USA,Testing,Tik Tok,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,25.0946216751755,3/5/2026
2/27/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,R&D,53.1764052059655,3/5/2026
2/28/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,R&D,2.58992708852158,3/5/2026
2/12/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,2950.61878906186,3/5/2026
2/14/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3440.52609141794,3/5/2026
2/11/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3651.82186694935,3/5/2026
2/7/2026,ios,USA,Scaling,Google,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3180.37517062536,3/5/2026
2/10/2026,android,USA,Testing,Facebook,Others,Others,english,,UGC,47.4441172087584,3/5/2026
2/12/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,110.518244754917,3/5/2026
2/15/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,60.5211173154235,3/5/2026
2/1/2026,ios,USA,Scaling,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,2208.0921039678,3/5/2026
2/2/2026,ios,USA,Scaling,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1804.54735967275,3/5/2026
2/28/2026,android,USA,Testing,Affiliates,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Affiliates,61.893641449624,3/5/2026
2/13/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,133.966372701324,3/5/2026
2/23/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,46.3642187519043,3/5/2026
2/15/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,34.7603743256039,3/5/2026
2/26/2026,android,USA,Scaling,Google,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth,1717.52015238645,3/5/2026
3/4/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,549.584416300929,3/5/2026
2/11/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,96.5889400566114,3/5/2026
2/22/2026,android,USA,Scaling,Google,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth,706.334445129956,3/5/2026
2/27/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,0.649616589166695,3/5/2026
2/16/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1125.20480544032,3/5/2026
2/22/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,215.281091000854,3/5/2026
3/1/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,298.80522075738,3/5/2026
2/24/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,51.8146978467268,3/5/2026
2/12/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,75.7133853164672,3/5/2026
2/17/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,90.3480437961051,3/5/2026
2/23/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,2.29512297009305,3/5/2026
2/25/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,44.6283522228689,3/5/2026
2/21/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Script Cracking,29.5636364890054,3/5/2026
2/27/2026,android,USA,Scaling,Google,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth,428.098026528224,3/5/2026
2/26/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,52.3025701994511,3/5/2026
2/8/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,61.6737803034271,3/5/2026
2/21/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,664.391013771002,3/5/2026
2/24/2026,android,USA,Scaling,Google,8ba929245b9c0a09b80cc52cf3569bafe5504f04,The Duke's Masked Bride,english,Drama/Romance,Growth,311.650759338924,3/5/2026
2/26/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1054.1952670267,3/5/2026
2/16/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,31.9140196868039,3/5/2026
2/20/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,79.1825819284542,3/5/2026
2/17/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,48.2698443904364,3/5/2026
2/19/2026,android,USA,Scaling,Google,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,956.926461056806,3/5/2026
2/23/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1003.52242392353,3/5/2026
2/12/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,162.831783785947,3/5/2026
3/4/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,9.88318005313713,3/5/2026
2/28/2026,ios,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,756.475947722732,3/5/2026
2/28/2026,ios,USA,Scaling,Affiliates,a0850a82a36996374f0db995e253452e61e8b971,Shadow Slave,english,Fantasy,Growth,46.6927084668351,3/5/2026
2/13/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Script Cracking,51.1140014894843,3/5/2026
2/24/2026,ios,USA,Scaling,Tik Tok,8c1419efe6cf2e79cd6fde405e858445721a0b96,My Vampire System,english,Fantasy,Growth,99.5593159213916,3/5/2026
3/2/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Channel,563.283319587356,3/5/2026
2/19/2026,ios,USA,Scaling,Tik Tok,8c1419efe6cf2e79cd6fde405e858445721a0b96,My Vampire System,english,Fantasy,Growth,1.87538369686275,3/5/2026
2/4/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Script Cracking,27.2850995609849,3/5/2026
2/25/2026,android,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Channel,500.721401626345,3/5/2026
2/25/2026,ios,USA,Scaling,Tik Tok,8c1419efe6cf2e79cd6fde405e858445721a0b96,My Vampire System,english,Fantasy,Growth,6.84382629656689,3/5/2026
2/3/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Commissioning,18.2958240972368,3/5/2026
2/22/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0881736989309682,3/5/2026
2/17/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0881348495743399,3/5/2026
2/8/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0883197155915408,3/5/2026
2/7/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0883197155915408,3/5/2026
2/14/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0883392249963773,3/5/2026
2/23/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0881348495743399,3/5/2026
2/18/2026,android,USA,Scaling,Others,Others,Others,,,NA,0.0882807300544,3/5/2026
2/12/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,530.247580332506,3/5/2026
2/23/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,942.983623739798,3/5/2026
2/6/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,953.845158599249,3/5/2026
2/18/2026,android,USA,Scaling,Google,Others,Others,,,Growth,479.404937553382,3/5/2026
2/21/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,747.134706444908,3/5/2026
2/7/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,118.603468754943,3/5/2026
2/2/2026,android,USA,Scaling,Google,419505fc2e41e6c7d6bae56dbd135ded003225ab,Soul of a Warrior,english,Fantasy,Growth,1070.13319393205,3/5/2026
2/19/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,2001.60089609668,3/5/2026
2/2/2026,android,USA,Testing,Tik Tok,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,16.6141958261063,3/5/2026
2/3/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,533.852840438436,3/5/2026
2/4/2026,android,USA,Testing,Tik Tok,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,23.8190640364577,3/5/2026
2/16/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1316.27950004549,3/5/2026
2/17/2026,android,USA,Scaling,Google,Others,Others,,,Growth,323.854753872798,3/5/2026
2/14/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Commissioning,47.7277734905491,3/5/2026
2/26/2026,ios,USA,Scaling,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,2025.16153929117,3/5/2026
2/15/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Commissioning,3.95923160133042,3/5/2026
2/1/2026,android,USA,Scaling,Google,419505fc2e41e6c7d6bae56dbd135ded003225ab,Soul of a Warrior,english,Fantasy,Growth,1138.91751907203,3/5/2026
2/19/2026,android,USA,Testing,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,UGC,3.98966510336073,3/5/2026
2/18/2026,android,USA,Testing,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,UGC,47.1943211442912,3/5/2026
2/3/2026,android,USA,Testing,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,R&D,96.8870469472855,3/5/2026
2/27/2026,ios,USA,Scaling,Affiliates,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Affiliates,3.73150467108622,3/5/2026
2/24/2026,ios,USA,Scaling,Affiliates,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Affiliates,4.43921872520457,3/5/2026
2/22/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,84.9364212380876,3/5/2026
2/19/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,204.92207311355,3/5/2026
2/20/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,207.234615507485,3/5/2026
2/10/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,4.85796543426829,3/5/2026
2/17/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,172.786672387802,3/5/2026
2/26/2026,ios,USA,Scaling,Affiliates,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Affiliates,2.36600479501982,3/5/2026
2/12/2026,android,USA,Testing,Google,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,17.1337579864182,3/5/2026
2/23/2026,ios,USA,Scaling,Affiliates,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Affiliates,1.0796408964812,3/5/2026
